funclit	hook/auto_update_test.go:53	-	-	context.Context ctx	no
funclit	hook/auto_update_test.go:97	-	-	context.Context ctx	yes
funclit	hook/handoff_inject_test.go:714	-	-	context.Context _	
method	hook/mx/validator_fanin_source_test.go:28	fakeSource	EvidenceBacked	context.Context _	
method	hook/official_protocol_fix_test.go:35	slowSuccessHandler	Handle	context.Context _	
method	hook/official_protocol_fix_test.go:48	ctxAwareHandler	Handle	context.Context ctx	yes
funclit	hook/post_tool_astgrep_test.go:126	-	-	context.Context _	
funclit	hook/post_tool_astgrep_test.go:139	-	-	context.Context _	
funclit	hook/post_tool_astgrep_test.go:155	-	-	context.Context _	
method	hook/post_tool_astgrep_test.go:26	mockFileAnalyzer	ScanFile	context.Context ctx	yes
funclit	hook/post_tool_astgrep_test.go:56	-	-	context.Context _	
method	hook/post_tool_feedback_channel_test.go:18	mockDiagnosticsCollectorWithLSP	GetDiagnostics	context.Context _	
funclit	hook/post_tool_test.go:1002	-	-	context.Context _	
funclit	hook/post_tool_test.go:1028	-	-	context.Context _	
funclit	hook/post_tool_test.go:1033	-	-	context.Context _	
funclit	hook/post_tool_test.go:1070	-	-	context.Context _	
method	hook/post_tool_test.go:493	mockDiagnosticsCollector	GetDiagnostics	context.Context ctx	yes
funclit	hook/post_tool_test.go:511	-	-	context.Context _	
funclit	hook/post_tool_test.go:570	-	-	context.Context _	
funclit	hook/post_tool_test.go:613	-	-	context.Context _	
funclit	hook/post_tool_test.go:701	-	-	context.Context _	
funclit	hook/post_tool_test.go:739	-	-	context.Context _	
funclit	hook/post_tool_test.go:775	-	-	context.Context _	
funclit	hook/post_tool_test.go:812	-	-	context.Context _	
funclit	hook/post_tool_test.go:868	-	-	context.Context _	
funclit	hook/post_tool_test.go:898	-	-	context.Context _	
funclit	hook/post_tool_test.go:932	-	-	context.Context _	
funclit	hook/post_tool_test.go:964	-	-	context.Context _	
method	hook/pre_tool_scan_config_test.go:31	countingScanFacade	ScanFile	context.Context _	
method	hook/registry_test.go:22	mockHandler	Handle	context.Context _	
