SEVERITY  CODE                           FILE                                                                                                                       LINE  MESSAGE
WARNING   ModalityMalformed              /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-AGENT-TEAM-RETIRE-001/spec.md                         235   REQ REQ-ATR-016: EARS modality violation — SHALL missing or format mismatch: "When any judge agent"
WARNING   ModalityMalformed              /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-AGENT-TEAM-RETIRE-001/spec.md                         241   REQ REQ-ATR-017: EARS modality violation — SHALL missing or format mismatch: "Where the audited SPEC's tier is M or L,"
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-AGENT-TEAM-RETIRE-001/spec.md                         245   REQ REQ-ATR-018: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "`.claude/workflows/plan-research-fanout.js`"
WARNING   ModalityMalformed              /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-AGENT-TEAM-RETIRE-001/spec.md                         257   REQ REQ-ATR-019: EARS modality violation — SHALL missing or format mismatch: "When two or more lenses return null, the"
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        53    REQ REQ-ALD-001: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "`kanban-dispatch.md` 스텁은 BINDING-EVERYWHERE로 분류된 7개 구간(제목+서문+Loading-scope, `Scope`, `Completion is read, never trusted`(하위 `CodeRabbit` 포함), `Isolation is entered, never provisioned`, `Verification load is lane-local`(하위 `env-isolated verification form` 포함), `Boundaries`, `Cross-references`+푸터)을 인라인으로 보유해야 한다. 분류 술어는 \"이 구간이 kanban lead가 **아닌** 세션도 구속하는가\"이며, 위 7개는 모두 참이다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        55    REQ REQ-ALD-002: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "신설 `kanban-dispatch-detail.md` 는 LEAD-ONLY 6개 구간(`The board`, `Entry into the board is an operator act`, `Card classes`(단 REQ-ALD-001 이 지정한 Class B 문단 1줄 제외), `The dispatch cycle`(하위 `Dispatch language` 포함), `Review lens selection`, `The /clear handoff between phases`)을 받아야 하며, 스텁과 컴패니언의 합집합은 분리 이전 원본의 내용을 빠짐없이 덮어야 한다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        56    REQ REQ-ALD-003: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "`kanban-dispatch-detail.md` 의 frontmatter `paths:` 는 **domain-keyed** 형태여야 한다. 즉 부모 규칙 파일만 가리키는 self-keyed(`**/kanban-dispatch*.md` 단독)가 아니라, 실제 kanban 작업 중에도 붙는 도메인 경로를 함께 키로 가져야 한다. `goal-directive-detail.md` 가 유일한 domain-keyed 선례다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        57    REQ REQ-ALD-004: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "분리는 `goal-directive.md` 선례의 3요소를 갖춰야 한다: (a) 스텁의 포인터 줄이 **옮겨진 구간을 이름으로 열거**하고 과업 형태의 로드 트리거를 진술한다, (b) 컴패니언이 자기 쪽에서 소유 경계를 선언한다, (c) 스텁 푸터의 버전 줄이 분리 사실을 기록한다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        64    REQ REQ-ALD-006: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "파일 내용을 프롬프트에 끌어올 때 파일명을 인용해 모델이 읽게 하는 대신 `@`-멘션으로 넘기는 규율, 그리고 `/context` 를 1회성 감사 수단으로 쓰는 규율을 HARD 지시로 보유해야 한다. (실측 갭: 두 규율 모두 `.claude/rules/` + `CLAUDE.md` 전체에서 매치 0개.)"
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        65    REQ REQ-ALD-007: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "일반 명령 출력 규율을 보유해야 한다. 현재 `agent-common-protocol.md` 의 file-redirect 계약(50줄 / 2KB)은 **검증 배치에만** 걸려 있고, `BASH_MAX_OUTPUT_LENGTH`(30,000자 임계)는 규칙 파일에 0회 등장한다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        66    REQ REQ-ALD-008: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "상용 명령을 조용한 형태(quiet form)로 부르는 규율을 보유해야 한다. 실측 갭: 규칙 내 \"quiet\" 매치 2건은 모두 영어 형용사 용법(\"quiet and expensive\", \"the race is quiet\")이며 규율이 아니다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        67    REQ REQ-ALD-009: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "세션 길이를 비용 축으로 다루는 진술을 보유해야 한다. `context-window-management.md` 는 `/clear` 가 always-loaded 프리픽스를 다시 지불한다는 사실은 이미 적고 있으나(line 47), **긴 세션 하나가 짧은 세션 여럿보다 싸다**는 진술은 어디에도 없다(매치 0개)."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        68    REQ REQ-ALD-010: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "**When** 세션 도중 모델 또는 effort 를 바꾸려 할 때, 그 변경이 prompt cache 를 파기한다는 사실을 진술해야 한다(`MAX_THINKING_TOKENS` 는 규칙 파일에 0회 등장). 아울러 겉보기 충돌 2건을 같은 자리에서 해소해야 한다: `agent-common-protocol.md` § Per-Spawn Model Injection(스폰마다 모델을 명시하라)과 `cache-aware-execution.md` 지시 5(세션 모델을 상속하라)는 **서로 다른 축**이다 — 전자는 서브에이전트 컨텍스트, 후자는 메인 세션이다. 모순으로 읽히게 방치해서는 안 된다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        69    REQ REQ-ALD-011: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "HARD 지시 본문만 `cache-aware-execution.md` 에 압축해 인라인으로 두고, 근거·수치·예시는 신설 `cache-aware-execution-reference.md` 로 보내야 한다. 신설 파일은 `paths:` 를 가져 always-loaded 표면에 계상되지 않아야 한다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        70    REQ REQ-ALD-012: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "M2가 인용하는 캐시 배수·TTL(read 0.1x, write 최대 2x, output ≈ input 5x, TTL 구독 1시간 / API 키 5분)은 원문 인용이며 이번 세션에서 재측정하지 않았다. 문서에 **인용 출처값**임을 명시해야 하며 측정치로 서술해서는 안 된다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        74    REQ REQ-ALD-013: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "다음 always-loaded 추가가 **자기 비용을 진술하도록** 강제하는 통제 장치 하나를 채택해 구현해야 한다. 채택된 통제는 **작성 규칙(문서 전용)** 이며, 신규 always-loaded 파일 생성과 기존 always-loaded 파일의 증가 **양쪽**에 진술 의무를 건다. 이 통제는 문서만으로 성립하고 Go 변경을 수반하지 않는다. 후보 3개(작성 규칙 / 예산 하향 / 여유 보고 가드)의 평가와 이 선택의 근거는 plan.md D1이 소유하며, 셋을 모두 구현하지는 않는다."
WARNING   ModalityUnjudged               /Users/goos/MoAI/moai-adk-go/.claude/worktrees/t525/.moai/specs/SPEC-ALWAYS-LOADED-DIET-001/spec.md                        76    REQ REQ-ALD-014: modality NOT JUDGED — the text opens with none of the English modality keywords (WHEN/WHILE/WHERE/IF/THE) and carries no SHALL token, so this linter has no opinion about it. This is NOT a claim that the requirement is malformed, and it is NOT a claim that it is well formed: "그 통제는 \"그 파일을 한 번도 필요로 하지 않는 세션이 지불하는 비용\"을 명시적으로 다뤄야 한다. 진술 의무를 지는 대상은 규칙 파일에 한정되지 않고 REQ-ALD-013 이 열거한 가드 슬롯 4개 전부다. 근거: 현재 always-loaded 파일 중 어느 것의 정당화도 이 비용을 다루지 않는다. `session-handoff.md` 가 비용을 이름으로 부른다는 점에서 가장 가깝고, `native-idiom-and-register.md` 는 \"영어 세션에 부담 zero\"라고 적는데 이는 **동작에 대해서는 참이고 컨텍스트 바이트에 대해서는 거짓**이다."
